0	1	0
0.1	0.954030230586814	0.0977015115293407
0.2	0.908060461173628	0.190806046117363
0.3	0.862090691760442	0.279313603764066
0.4	0.816120922347256	0.363224184469451
0.5	0.77015115293407	0.442537788233517
0.6	0.724181383520884	0.517254415056265
0.7	0.678211614107698	0.587374064937694
0.8	0.632241844694512	0.652896737877805
0.9	0.586272075281326	0.713822433876597
1	0.54030230586814	0.77015115293407
1.1	0.444657391626611	0.819399137808807
1.2	0.349012477385083	0.859082631259392
1.3	0.253367563143555	0.889201633285824
1.4	0.157722648902027	0.909756143888103
1.5	0.0620777346604987	0.920746163066229
1.6	-0.0335671795810296	0.922171690820203
1.7	-0.129212093822558	0.914032727150024
1.8	-0.224857008064086	0.896329272055691
1.9	-0.320501922305614	0.869061325537206
2	-0.416146836547142	0.832228887594569
2.1	-0.473531402552473	0.787744975639588
2.2	-0.530915968557803	0.737522607084074
2.3	-0.588300534563133	0.681561781928027
2.4	-0.645685100568464	0.619862500171447
2.5	-0.703069666573794	0.552424761814335
2.6	-0.760454232579124	0.479248566856689
2.7	-0.817838798584455	0.40033391529851
2.8	-0.875223364589785	0.315680807139797
2.9	-0.932607930595115	0.225289242380552
3	-0.989992496600445	0.129159221020775
3.1	-0.956357609026762	0.0318417157394142
3.2	-0.922722721453079	-0.0621123007845779
3.3	-0.889087833879395	-0.152702828551202
3.4	-0.855452946305712	-0.239929867560457
3.5	-0.821818058732029	-0.323793417812344
3.6	-0.788183171158345	-0.404293479306863
3.7	-0.754548283584662	-0.481430052044013
3.8	-0.720913396010979	-0.555203136023795
3.9	-0.687278508437295	-0.625612731246209
4	-0.653643620863612	-0.692658837711254
4.1	-0.559913040230928	-0.753336670765981
4.2	-0.466182459598244	-0.80464144575744
4.3	-0.372451878965561	-0.84657316268563
4.4	-0.278721298332876	-0.879131821550552
4.5	-0.184990717700193	-0.902317422352205
4.6	-0.0912601370675085	-0.91612996509059
4.7	0.00247044356517501	-0.920569449765707
4.8	0.0962010241978594	-0.915635876377555
4.9	0.189931604830543	-0.901329244926135
5	0.283662185463226	-0.877649555411447
5.1	0.351312995581941	-0.845900796359188
5.2	0.418963805700654	-0.807386956295059
5.3	0.486614615819369	-0.762108035219057
5.4	0.554265425938082	-0.710064033131185
5.5	0.621916236056796	-0.651254950031441
5.6	0.68956704617551	-0.585680785919826
5.7	0.757217856294224	-0.513341540796339
5.8	0.824868666412939	-0.434237214660981
5.9	0.892519476531652	-0.348367807513751
6	0.960170286650366	-0.255733319354651
6.1	0.93954348341966	-0.160747630851149
6.2	0.918916680188954	-0.0678246226707186
6.3	0.898289876958247	0.0230357051866419
6.4	0.877663073727541	0.111833352720931
6.5	0.857036270496835	0.19856831993215
6.6	0.836409467266129	0.283240606820298
6.7	0.815782664035423	0.365850213385376
6.8	0.795155860804717	0.446397139627383
6.9	0.774529057574011	0.524881385546319
7	0.753902254343305	0.601302951142185
7.1	0.663962025528112	0.672196165135756
7.2	0.574021796712921	0.734095356247807
7.3	0.484081567897728	0.78700052447834
7.4	0.394141339082537	0.830911669827353
7.5	0.304201110267346	0.865828792294847
7.6	0.214260881452153	0.891751891880822
7.7	0.124320652636962	0.908680968585278
7.8	0.0343804238217694	0.916616022408214
7.9	-0.0555598049934221	0.915557053349632
8	-0.145500033808614	0.90550406140953
8.1	-0.22206305661622	0.887125906888289
8.2	-0.298626079423827	0.861091450086286
8.3	-0.375189102231433	0.827400691003523
8.4	-0.451752125039039	0.786053629639999
8.5	-0.528315147846645	0.737050265995715
8.6	-0.604878170654251	0.680390600070671
8.7	-0.681441193461859	0.616074631864864
8.8	-0.758004216269465	0.544102361378298
8.9	-0.834567239077071	0.464473788610972
9	-0.911130261884677	0.377188913562885
