0	         1          0 
0.0200542720130967	     0.999    -0.0842 
0.0392396596799553	     0.997     -0.164 
0.0578792796048392	     0.993     -0.241 
0.0761691723050048	     0.988     -0.317 
0.0942310591961926	     0.981      -0.39 
0.112141426135926	     0.974     -0.463 
0.129948206725594	     0.965     -0.534 
0.147680638544823	     0.955     -0.604 
0.165355237082314	     0.944     -0.673 
0.182979523651242	     0.931     -0.741 
0.200554448643393	     0.918     -0.808 
0.218076062280813	     0.903     -0.873 
0.235536757483318	     0.887     -0.937 
0.252926271790585	      0.87         -1 
0.270232549919929	     0.852      -1.06 
0.28744251523271	     0.833      -1.12 
0.304542765895644	     0.814      -1.18 
0.321520193367219	     0.793      -1.23 
0.338362512885273	     0.772      -1.29 
0.355058694831818	      0.75      -1.34 
0.371599289642955	     0.728      -1.39 
0.387976645072381	     0.704      -1.44 
0.404185021240635	     0.681      -1.48 
0.420220614635499	     0.656      -1.53 
0.436081506256313	     0.632      -1.57 
0.451767551129594	     0.607      -1.61 
0.467280226595555	     0.582      -1.65 
0.482622455467097	     0.556      -1.68 
0.497798417895543	      0.53      -1.71 
0.512813363029986	     0.504      -1.74 
0.527673428732364	     0.478      -1.77 
0.542385474993148	     0.452       -1.8 
0.55695693445088	     0.426      -1.82 
0.571395681623389	     0.399      -1.85 
0.585709921109786	     0.372      -1.87 
0.599908094076775	     0.346      -1.88 
0.613998801735099	     0.319       -1.9 
0.627990744170097	     0.292      -1.92 
0.641892672746553	     0.266      -1.93 
0.655713354302923	     0.239      -1.94 
0.669461545435926	     0.212      -1.95 
0.683145975316147	     0.186      -1.95 
0.696775335641814	     0.159      -1.96 
0.710358276512182	     0.132      -1.96 
0.723903407171524	     0.106      -1.96 
0.73741930073174	    0.0791      -1.96 
0.750914502121751	    0.0526      -1.96 
0.764397538633064	    0.0262      -1.96 
0.777876932532533	 -0.000141      -1.95 
0.791361215295695	   -0.0264      -1.94 
0.804858943077608	   -0.0526      -1.93 
0.81837871308354	   -0.0787      -1.92 
0.831929180529418	    -0.105      -1.91 
0.845519075891752	    -0.131       -1.9 
0.859157222138056	    -0.156      -1.88 
0.872852551600441	    -0.182      -1.86 
0.886614122105014	    -0.207      -1.84 
0.900451131894922	    -0.233      -1.82 
0.914372932781465	    -0.258       -1.8 
0.928389040820542	    -0.283      -1.77 
0.942509143634442	    -0.308      -1.75 
0.956743103274312	    -0.333      -1.72 
0.97110095323798	    -0.357      -1.69 
0.985592887912319	    -0.381      -1.66 
1.00022924229017	    -0.405      -1.62 
1.01502045931273	    -0.429      -1.59 
1.02997704160705	    -0.452      -1.55 
1.045109483733	    -0.476      -1.51 
1.06042818034832	    -0.498      -1.47 
1.07594330499502	    -0.521      -1.42 
1.09166465359715	    -0.543      -1.38 
1.10760144639043	    -0.564      -1.33 
1.12376208211123	    -0.585      -1.28 
1.14015383919255	    -0.606      -1.23 
1.15678252089915	    -0.626      -1.18 
1.17365204533326	    -0.645      -1.12 
1.19076398763907	    -0.664      -1.07 
1.20811709098694	    -0.682      -1.01 
1.22570677508459	    -0.699     -0.946 
1.24352468530447	    -0.716     -0.884 
1.26155834005345	    -0.731     -0.821 
1.27979094522158	    -0.745     -0.756 
1.29820144754782	    -0.759     -0.689 
1.3167648882887	    -0.771     -0.622 
1.33545309102926	    -0.782     -0.554 
1.35423567325034	    -0.792     -0.485 
1.37308131666227	      -0.8     -0.415 
1.39195917825066	    -0.807     -0.346 
1.41084028690814	    -0.813     -0.276 
1.42969876131988	    -0.818     -0.206 
1.44851270792	    -0.821     -0.136 
1.46726470830626	    -0.823    -0.0673 
1.4859418709023	    -0.823    0.00137 
1.50453548620834	    -0.823     0.0694 
1.52304037504106	    -0.821      0.137 
1.54145404677278	    -0.818      0.203 
1.55977578860646	    -0.813      0.269 
1.57800579185362	    -0.808      0.334 
1.59614439451778	    -0.801      0.397 
1.61419148896195	    -0.794       0.46 
