-3	-0.999978632326396
-2.9	-0.999959644723288
-2.8	-0.99992526941427
-2.7	-0.999864306726765
-2.6	-0.999758405368091
-2.5	-0.999578213503831
-2.4	-0.99927792527529
-2.3	-0.9987878297982
-2.2	-0.998004529900172
-2.1	-0.99677866822126
-2	-0.994900318508938
-1.9	-0.99208270005609
-1.8	-0.989154184273649
-1.7	-0.983908575962058
-1.6	-0.976552972126066
-1.5	-0.966440566449617
-1.4	-0.952809572542964
-1.3	-0.934793349053338
-1.2	-0.910917133763266
-1.1	-0.88107782861032
-0.999999999999998	-0.842729958487198
-0.899999999999998	-0.796890924831619
-0.799999999999998	-0.742086639853769
-0.699999999999998	-0.677791154283858
-0.599999999999998	-0.603850136707246
-0.499999999999998	-0.520450833623744
-0.399999999999998	-0.428373893997499
-0.299999999999998	-0.328621906874902
-0.199999999999998	-0.222701903548296
-0.0999999999999985	-0.112462893687389
1.52655665885959E-15	1.72253473124809E-15
0.100000000000002	0.112462893687392
0.200000000000002	0.222701903548299
0.300000000000002	0.328621906874905
0.400000000000002	0.428373893997502
0.500000000000002	0.520450833623747
0.600000000000002	0.603850136707249
0.700000000000002	0.67779115428386
0.800000000000001	0.742086639853771
0.900000000000001	0.796890924831621
1	0.843921292239979
1.1	0.881077828610322
1.2	0.910917133763266
1.3	0.934793349053339
1.4	0.952809572542964
1.5	0.966440566449617
1.6	0.976552972126066
1.7	0.983908575962058
1.8	0.989154184273649
1.9	0.99208270005609
2	0.994900318508938
2.1	0.99677866822126
2.2	0.998004529900172
2.3	0.9987878297982
2.4	0.99927792527529
2.5	0.999578213503831
2.6	0.999758405368091
2.7	0.999864306726765
2.8	0.99992526941427
2.9	0.999959644723288
